customer_id,customer_name,registration_date,preferred_zone,customer_segment
CUST01203,Customer_1203,2024-01-29,Khalidiya (Abu Dhabi),Premium
CUST01204,Customer_1204,2024-03-26,JLT (Dubai),New
CUST01205,Customer_1205,2024-02-22,Al Rashidiya (Ajman),Regular
CUST01206,Customer_1206,2024-02-29,Deira (Dubai),Premium
CUST01207,Customer_1207,2024-01-02,Marina (Dubai),Premium
CUST01208,Customer_1208,2024-01-07,Deira (Dubai),New
CUST01209,Customer_1209,2024-07-05,Corniche (Abu Dhabi),VIP
CUST01210,Customer_1210,2024-04-01,Al Rashidiya (Ajman),VIP
CUST01211,Customer_1211,2024-01-19,Yas Island (Abu Dhabi),Premium
CUST01212,Customer_1212,2024-12-31,Al Qasimia (Sharjah),Regular
CUST01213,Customer_1213,2024-04-24,JLT (Dubai),New
CUST01214,Customer_1214,2024-06-12,Business Bay (Dubai),Premium
CUST01215,Customer_1215,2024-10-19,JLT (Dubai),New
CUST01216,Customer_1216,2024-12-10,Al Rashidiya (Ajman),New
CUST01217,Customer_1217,2024-04-24,Al Majaz (Sharjah),Regular
CUST01218,Customer_1218,2024-01-24,Corniche (Abu Dhabi),New
CUST01219,Customer_1219,2024-08-26,Al Nuaimiya (Ajman),New
CUST01220,Customer_1220,2024-06-08,JLT (Dubai),New
CUST01221,Customer_1221,2024-08-21,Marina (Dubai),Regular
CUST01222,Customer_1222,2024-05-29,Al Reem (Abu Dhabi),Premium
CUST01223,Customer_1223,2024-11-14,Deira (Dubai),Regular
CUST01224,Customer_1224,2024-10-29,Khalidiya (Abu Dhabi),VIP
CUST01225,Customer_1225,2024-04-10,Al Qasimia (Sharjah),VIP
CUST01226,Customer_1226,2024-05-05,Downtown (Dubai),New
CUST01227,Customer_1227,2024-07-28,Marina (Dubai),New
CUST01228,Customer_1228,2024-06-26,Al Nahda (Sharjah),Premium
CUST01229,Customer_1229,2024-01-05,JLT (Dubai),New
CUST01230,Customer_1230,2024-12-02,Corniche (Abu Dhabi),Premium
CUST01231,Customer_1231,2024-06-06,JBR (Dubai),New
CUST01232,Customer_1232,2024-05-01,Corniche (Abu Dhabi),Regular
CUST01233,Customer_1233,2024-01-31,Downtown (Dubai),Premium
CUST01234,Customer_1234,2024-02-17,Marina (Dubai),VIP
CUST01235,Customer_1235,2024-09-23,Corniche (Abu Dhabi),Premium
CUST01236,Customer_1236,2024-07-09,Khalidiya (Abu Dhabi),VIP
CUST01237,Customer_1237,2024-02-13,Al Reem (Abu Dhabi),New
CUST01238,Customer_1238,2024-03-09,Al Nahda (Sharjah),Premium
CUST01239,Customer_1239,2024-02-08,Al Reem (Abu Dhabi),Regular
CUST01240,Customer_1240,2024-08-10,Al Nahda (Sharjah),VIP
CUST01241,Customer_1241,2024-05-01,Business Bay (Dubai),New
CUST01242,Customer_1242,2024-06-10,Al Rashidiya (Ajman),Premium
CUST01243,Customer_1243,2024-12-24,Al Nuaimiya (Ajman),Premium
CUST01244,Customer_1244,2024-06-11,Khalidiya (Abu Dhabi),New
CUST01245,Customer_1245,2024-02-08,Deira (Dubai),New
CUST01246,Customer_1246,2024-10-26,JBR (Dubai),New
CUST01247,Customer_1247,2024-03-25,Khalidiya (Abu Dhabi),Regular
CUST01248,Customer_1248,2024-07-27,JBR (Dubai),Regular
CUST01249,Customer_1249,2024-04-16,Khalidiya (Abu Dhabi),Regular
CUST01250,Customer_1250,2024-05-15,Al Nuaimiya (Ajman),New
CUST01251,Customer_1251,2024-03-21,Al Majaz (Sharjah),Regular
CUST01252,Customer_1252,2024-12-26,Al Qasimia (Sharjah),Regular
CUST01253,Customer_1253,2024-04-20,Al Nuaimiya (Ajman),Premium
CUST01254,Customer_1254,2024-03-16,JBR (Dubai),Premium
CUST01255,Customer_1255,2024-07-01,Corniche (Abu Dhabi),Regular
CUST01256,Customer_1256,2024-12-12,Business Bay (Dubai),New
CUST01257,Customer_1257,2024-03-30,Marina (Dubai),VIP
CUST01258,Customer_1258,2024-08-19,Yas Island (Abu Dhabi),Premium
CUST01259,Customer_1259,2024-05-07,JBR (Dubai),Regular
CUST01260,Customer_1260,2024-03-12,JBR (Dubai),New
CUST01261,Customer_1261,2024-04-23,Downtown (Dubai),New
CUST01262,Customer_1262,2024-07-24,JLT (Dubai),Regular
CUST01263,Customer_1263,2024-11-26,JBR (Dubai),Regular
CUST01264,Customer_1264,2024-05-12,Al Rashidiya (Ajman),Premium
CUST01265,Customer_1265,2024-01-12,JBR (Dubai),New
CUST01266,Customer_1266,2024-11-26,Khalidiya (Abu Dhabi),Premium
CUST01267,Customer_1267,2024-02-17,Al Rashidiya (Ajman),Premium
CUST01268,Customer_1268,2024-06-18,JBR (Dubai),New
CUST01269,Customer_1269,2024-08-24,Marina (Dubai),New
CUST01270,Customer_1270,2024-10-20,Corniche (Abu Dhabi),Premium
CUST01271,Customer_1271,2024-07-21,Khalidiya (Abu Dhabi),New
CUST01272,Customer_1272,2024-12-15,Corniche (Abu Dhabi),New
CUST01273,Customer_1273,2024-04-19,Al Rashidiya (Ajman),New
CUST01274,Customer_1274,2024-05-23,Khalidiya (Abu Dhabi),Premium
CUST01275,Customer_1275,2024-01-18,Al Reem (Abu Dhabi),Regular
CUST01276,Customer_1276,2024-05-05,Al Nahda (Sharjah),New
CUST01277,Customer_1277,2024-07-29,Al Rashidiya (Ajman),Regular
CUST01278,Customer_1278,2024-02-01,JBR (Dubai),New
CUST01279,Customer_1279,2024-03-11,Corniche (Abu Dhabi),New
CUST01280,Customer_1280,2024-09-26,Deira (Dubai),Regular
CUST01281,Customer_1281,2024-10-05,Al Majaz (Sharjah),New
CUST01282,Customer_1282,2024-07-14,Al Majaz (Sharjah),Premium
CUST01283,Customer_1283,2024-09-02,Yas Island (Abu Dhabi),Premium
CUST01284,Customer_1284,2024-06-25,Al Rashidiya (Ajman),Regular
CUST01285,Customer_1285,2024-06-13,Corniche (Abu Dhabi),New
CUST01286,Customer_1286,2024-01-14,JLT (Dubai),Regular
CUST01287,Customer_1287,2024-01-16,Al Rashidiya (Ajman),Premium
CUST01288,Customer_1288,2024-05-23,Marina (Dubai),Premium
CUST01289,Customer_1289,2024-08-29,Yas Island (Abu Dhabi),Regular
CUST01290,Customer_1290,2024-10-26,Deira (Dubai),VIP
CUST01291,Customer_1291,2024-02-21,Deira (Dubai),Regular
CUST01292,Customer_1292,2024-05-16,Yas Island (Abu Dhabi),Premium
CUST01293,Customer_1293,2024-01-29,Al Majaz (Sharjah),VIP
CUST01294,Customer_1294,2024-04-22,Al Reem (Abu Dhabi),Premium
CUST01295,Customer_1295,2024-07-17,JLT (Dubai),VIP
CUST01296,Customer_1296,2024-03-29,Downtown (Dubai),New
CUST01297,Customer_1297,2024-06-11,Al Majaz (Sharjah),Premium
CUST01298,Customer_1298,2024-07-02,Al Rashidiya (Ajman),Regular
CUST01299,Customer_1299,2024-12-26,Al Qasimia (Sharjah),Regular
CUST01300,Customer_1300,2024-10-17,Al Reem (Abu Dhabi),New
CUST01301,Customer_1301,2024-04-06,Al Nuaimiya (Ajman),VIP
CUST01302,Customer_1302,2024-09-09,Yas Island (Abu Dhabi),Regular
CUST01303,Customer_1303,2024-09-08,Marina (Dubai),New
CUST01304,Customer_1304,2024-04-29,Al Reem (Abu Dhabi),New
CUST01305,Customer_1305,2024-09-26,Khalidiya (Abu Dhabi),New
CUST01306,Customer_1306,2024-11-10,Deira (Dubai),Premium
CUST01307,Customer_1307,2024-06-23,Al Qasimia (Sharjah),New
CUST01308,Customer_1308,2024-06-14,Marina (Dubai),New
CUST01309,Customer_1309,2024-10-27,Al Qasimia (Sharjah),VIP
CUST01310,Customer_1310,2024-02-26,Al Nuaimiya (Ajman),Regular
CUST01311,Customer_1311,2024-07-05,JBR (Dubai),Regular
CUST01312,Customer_1312,2024-12-05,Corniche (Abu Dhabi),Regular
CUST01313,Customer_1313,2024-06-21,Business Bay (Dubai),Regular
CUST01314,Customer_1314,2024-03-21,Al Qasimia (Sharjah),VIP
CUST01315,Customer_1315,2024-11-23,Khalidiya (Abu Dhabi),Regular
CUST01316,Customer_1316,2024-03-30,Al Qasimia (Sharjah),VIP
CUST01317,Customer_1317,2024-12-21,Al Rashidiya (Ajman),VIP
CUST01318,Customer_1318,2024-07-01,Deira (Dubai),Regular
CUST01319,Customer_1319,2024-03-30,Corniche (Abu Dhabi),Regular
CUST01320,Customer_1320,2024-12-18,Business Bay (Dubai),New
CUST01321,Customer_1321,2024-01-01,Al Qasimia (Sharjah),VIP
CUST01322,Customer_1322,2024-07-19,Al Nuaimiya (Ajman),VIP
CUST01323,Customer_1323,2024-10-17,Marina (Dubai),New
CUST01324,Customer_1324,2024-06-11,Al Rashidiya (Ajman),Premium
CUST01325,Customer_1325,2024-11-09,Deira (Dubai),Regular
CUST01326,Customer_1326,2024-02-23,Al Rashidiya (Ajman),Regular
CUST01327,Customer_1327,2024-06-18,Al Qasimia (Sharjah),New
CUST01328,Customer_1328,2024-06-26,JLT (Dubai),New
CUST01329,Customer_1329,2024-02-15,Al Nuaimiya (Ajman),Premium
CUST01330,Customer_1330,2024-11-23,Al Qasimia (Sharjah),Premium
CUST01331,Customer_1331,2024-08-16,Marina (Dubai),New
CUST01332,Customer_1332,2024-05-07,Al Qasimia (Sharjah),New
CUST01333,Customer_1333,2024-05-11,Al Majaz (Sharjah),New
CUST01334,Customer_1334,2024-01-01,Marina (Dubai),Regular
CUST01335,Customer_1335,2024-08-02,Downtown (Dubai),Premium
CUST01336,Customer_1336,2024-09-09,Al Rashidiya (Ajman),Regular
CUST01337,Customer_1337,2024-10-06,Corniche (Abu Dhabi),New
CUST01338,Customer_1338,2024-09-02,Al Majaz (Sharjah),Premium
CUST01339,Customer_1339,2024-11-29,Al Majaz (Sharjah),Regular
CUST01340,Customer_1340,2024-03-24,Khalidiya (Abu Dhabi),New
CUST01341,Customer_1341,2024-01-18,Business Bay (Dubai),New
CUST01342,Customer_1342,2024-05-13,JBR (Dubai),New
CUST01343,Customer_1343,2024-03-28,Al Rashidiya (Ajman),Regular
CUST01344,Customer_1344,2024-02-08,Yas Island (Abu Dhabi),VIP
CUST01345,Customer_1345,2024-02-17,JLT (Dubai),Regular
CUST01346,Customer_1346,2024-11-10,Al Rashidiya (Ajman),Regular
CUST01347,Customer_1347,2024-01-16,Corniche (Abu Dhabi),VIP
CUST01348,Customer_1348,2024-03-25,Al Reem (Abu Dhabi),Premium
CUST01349,Customer_1349,2024-03-21,Marina (Dubai),New
CUST01350,Customer_1350,2024-04-15,Deira (Dubai),Regular
CUST01351,Customer_1351,2024-10-10,Al Qasimia (Sharjah),VIP
CUST01352,Customer_1352,2024-10-03,Business Bay (Dubai),Regular
CUST01353,Customer_1353,2024-06-01,Deira (Dubai),New
CUST01354,Customer_1354,2024-07-20,Al Reem (Abu Dhabi),Regular
CUST01355,Customer_1355,2024-09-08,Downtown (Dubai),New
CUST01356,Customer_1356,2024-01-02,Corniche (Abu Dhabi),New
CUST01357,Customer_1357,2024-12-04,Al Nahda (Sharjah),Regular
CUST01358,Customer_1358,2024-04-12,JBR (Dubai),New
CUST01359,Customer_1359,2024-03-28,Al Nahda (Sharjah),New
CUST01360,Customer_1360,2024-02-11,Khalidiya (Abu Dhabi),Premium
CUST01361,Customer_1361,2024-06-06,Al Majaz (Sharjah),Regular
CUST01362,Customer_1362,2024-09-07,Al Rashidiya (Ajman),Regular
CUST01363,Customer_1363,2024-02-16,Al Nahda (Sharjah),Regular
CUST01364,Customer_1364,2024-04-04,JLT (Dubai),Premium
CUST01365,Customer_1365,2024-07-08,Downtown (Dubai),Regular
CUST01366,Customer_1366,2024-05-14,Khalidiya (Abu Dhabi),Regular
CUST01367,Customer_1367,2024-04-25,Al Nuaimiya (Ajman),New
CUST01368,Customer_1368,2024-02-01,Downtown (Dubai),Premium
CUST01369,Customer_1369,2024-12-07,JBR (Dubai),New
CUST01370,Customer_1370,2024-06-25,Al Majaz (Sharjah),Regular
CUST01371,Customer_1371,2024-10-28,Deira (Dubai),Regular
CUST01372,Customer_1372,2024-07-17,Al Nuaimiya (Ajman),Regular
CUST01373,Customer_1373,2024-10-01,Al Nahda (Sharjah),Premium
CUST01374,Customer_1374,2024-08-31,Al Reem (Abu Dhabi),Premium
CUST01375,Customer_1375,2024-08-31,Business Bay (Dubai),New
CUST01376,Customer_1376,2024-12-31,Marina (Dubai),Regular
CUST01377,Customer_1377,2024-09-21,Al Majaz (Sharjah),Regular
CUST01378,Customer_1378,2024-11-13,Downtown (Dubai),New
CUST01379,Customer_1379,2024-08-17,Downtown (Dubai),VIP
CUST01380,Customer_1380,2024-03-26,Deira (Dubai),Premium
CUST01381,Customer_1381,2024-03-05,Marina (Dubai),Regular
CUST01382,Customer_1382,2024-12-15,Corniche (Abu Dhabi),New
CUST01383,Customer_1383,2024-11-17,Downtown (Dubai),Premium
CUST01384,Customer_1384,2024-05-12,JLT (Dubai),VIP
CUST01385,Customer_1385,2024-02-04,JBR (Dubai),Regular
CUST01386,Customer_1386,2024-07-22,Yas Island (Abu Dhabi),Regular
CUST01387,Customer_1387,2024-05-21,Yas Island (Abu Dhabi),Regular
CUST01388,Customer_1388,2024-01-07,Al Majaz (Sharjah),Premium
CUST01389,Customer_1389,2024-10-27,Yas Island (Abu Dhabi),Premium
CUST01390,Customer_1390,2024-02-27,Corniche (Abu Dhabi),New
CUST01391,Customer_1391,2024-10-17,Al Reem (Abu Dhabi),Regular
CUST01392,Customer_1392,2024-02-21,Al Rashidiya (Ajman),New
CUST01393,Customer_1393,2024-02-21,Al Majaz (Sharjah),New
CUST01394,Customer_1394,2024-10-01,Al Rashidiya (Ajman),Regular
CUST01395,Customer_1395,2024-07-29,Business Bay (Dubai),Regular
CUST01396,Customer_1396,2024-09-05,Al Reem (Abu Dhabi),Regular
CUST01397,Customer_1397,2024-01-20,Downtown (Dubai),New
CUST01398,Customer_1398,2024-03-14,Al Reem (Abu Dhabi),Regular
CUST01399,Customer_1399,2024-12-21,Corniche (Abu Dhabi),New
CUST01400,Customer_1400,2024-06-18,Al Qasimia (Sharjah),New
CUST01401,Customer_1401,2024-08-31,Al Rashidiya (Ajman),New
CUST01402,Customer_1402,2024-07-09,Marina (Dubai),Regular
CUST01403,Customer_1403,2024-06-04,Business Bay (Dubai),New
CUST01404,Customer_1404,2024-09-08,Al Nuaimiya (Ajman),Regular
CUST01405,Customer_1405,2024-02-20,Al Nuaimiya (Ajman),New
CUST01406,Customer_1406,2024-06-02,Al Qasimia (Sharjah),Regular
CUST01407,Customer_1407,2024-06-13,Business Bay (Dubai),Premium
CUST01408,Customer_1408,2024-11-05,Al Nahda (Sharjah),New
CUST01409,Customer_1409,2024-08-14,Deira (Dubai),VIP
CUST01410,Customer_1410,2024-07-27,Al Qasimia (Sharjah),Regular
CUST01411,Customer_1411,2024-09-21,Al Nuaimiya (Ajman),Regular
CUST01412,Customer_1412,2024-01-29,Yas Island (Abu Dhabi),Premium
CUST01413,Customer_1413,2024-02-03,Business Bay (Dubai),Premium
CUST01414,Customer_1414,2024-07-25,Downtown (Dubai),Premium
CUST01415,Customer_1415,2024-09-25,Al Rashidiya (Ajman),Regular
CUST01416,Customer_1416,2024-03-29,Deira (Dubai),Premium
CUST01417,Customer_1417,2024-04-12,Al Nuaimiya (Ajman),New
CUST01418,Customer_1418,2024-01-17,Khalidiya (Abu Dhabi),New
CUST01419,Customer_1419,2024-07-03,Al Qasimia (Sharjah),New
CUST01420,Customer_1420,2024-07-07,Al Nuaimiya (Ajman),Regular
CUST01421,Customer_1421,2024-07-22,Al Nahda (Sharjah),VIP
CUST01422,Customer_1422,2024-12-14,Marina (Dubai),New
CUST01423,Customer_1423,2024-09-07,Al Reem (Abu Dhabi),Regular
CUST01424,Customer_1424,2024-08-30,Al Reem (Abu Dhabi),Regular
CUST01425,Customer_1425,2024-06-25,Downtown (Dubai),Premium
CUST01426,Customer_1426,2024-05-12,Al Qasimia (Sharjah),Premium
CUST01427,Customer_1427,2024-02-16,Business Bay (Dubai),New
CUST01428,Customer_1428,2024-01-26,Downtown (Dubai),Premium
CUST01429,Customer_1429,2024-04-19,Al Nuaimiya (Ajman),New
CUST01430,Customer_1430,2024-04-25,Al Nahda (Sharjah),New
CUST01431,Customer_1431,2024-11-29,Corniche (Abu Dhabi),Regular
CUST01432,Customer_1432,2024-12-15,Marina (Dubai),Regular
CUST01433,Customer_1433,2024-03-08,Al Nahda (Sharjah),New
CUST01434,Customer_1434,2024-01-05,Deira (Dubai),New
CUST01435,Customer_1435,2024-06-05,Al Qasimia (Sharjah),VIP
CUST01436,Customer_1436,2024-11-25,Business Bay (Dubai),Regular
CUST01437,Customer_1437,2024-07-11,Al Nuaimiya (Ajman),Regular
CUST01438,Customer_1438,2024-05-09,Deira (Dubai),Regular
CUST01439,Customer_1439,2024-12-12,Yas Island (Abu Dhabi),Premium
CUST01440,Customer_1440,2024-07-22,Al Reem (Abu Dhabi),New
CUST01441,Customer_1441,2024-09-18,Al Nahda (Sharjah),VIP
CUST01442,Customer_1442,2024-07-10,Yas Island (Abu Dhabi),Regular
CUST01443,Customer_1443,2024-11-07,Business Bay (Dubai),New
CUST01444,Customer_1444,2024-02-25,Khalidiya (Abu Dhabi),New
CUST01445,Customer_1445,2024-05-21,Al Nahda (Sharjah),Regular
CUST01446,Customer_1446,2024-05-21,Business Bay (Dubai),Regular
CUST01447,Customer_1447,2024-11-29,Business Bay (Dubai),New
CUST01448,Customer_1448,2024-09-21,Al Majaz (Sharjah),New
CUST01449,Customer_1449,2024-01-30,Al Majaz (Sharjah),Premium
CUST01450,Customer_1450,2024-11-03,Corniche (Abu Dhabi),Regular
CUST01451,Customer_1451,2024-12-14,Downtown (Dubai),Premium
CUST01452,Customer_1452,2024-12-01,Khalidiya (Abu Dhabi),VIP
CUST01453,Customer_1453,2024-05-12,Al Rashidiya (Ajman),Regular
CUST01454,Customer_1454,2024-07-17,Al Qasimia (Sharjah),New
CUST01455,Customer_1455,2024-12-28,Al Reem (Abu Dhabi),Premium
CUST01456,Customer_1456,2024-06-24,Al Qasimia (Sharjah),Premium
CUST01457,Customer_1457,2024-12-17,Yas Island (Abu Dhabi),Regular
CUST01458,Customer_1458,2024-08-31,Al Rashidiya (Ajman),VIP
CUST01459,Customer_1459,2024-07-02,Yas Island (Abu Dhabi),Regular
CUST01460,Customer_1460,2024-03-28,Al Nuaimiya (Ajman),Regular
CUST01461,Customer_1461,2024-10-12,Downtown (Dubai),New
CUST01462,Customer_1462,2024-08-29,Downtown (Dubai),Premium
CUST01463,Customer_1463,2024-10-13,Al Majaz (Sharjah),VIP
CUST01464,Customer_1464,2024-12-14,Al Rashidiya (Ajman),Regular
CUST01465,Customer_1465,2024-02-15,Deira (Dubai),Regular
CUST01466,Customer_1466,2024-06-06,Corniche (Abu Dhabi),Premium
CUST01467,Customer_1467,2024-06-18,JLT (Dubai),New
CUST01468,Customer_1468,2024-05-30,Khalidiya (Abu Dhabi),Premium
CUST01469,Customer_1469,2024-08-28,Marina (Dubai),Premium
CUST01470,Customer_1470,2024-10-25,Al Reem (Abu Dhabi),VIP
CUST01471,Customer_1471,2024-02-06,Khalidiya (Abu Dhabi),Premium
CUST01472,Customer_1472,2024-09-13,JBR (Dubai),Premium
CUST01473,Customer_1473,2024-07-14,Yas Island (Abu Dhabi),New
CUST01474,Customer_1474,2024-01-28,Al Nuaimiya (Ajman),Premium
CUST01475,Customer_1475,2024-03-11,Deira (Dubai),Regular
CUST01476,Customer_1476,2024-10-18,Al Rashidiya (Ajman),VIP
CUST01477,Customer_1477,2024-08-22,Downtown (Dubai),Regular
CUST01478,Customer_1478,2024-04-02,Al Majaz (Sharjah),New
CUST01479,Customer_1479,2024-06-19,Al Nahda (Sharjah),VIP
CUST01480,Customer_1480,2024-06-09,Al Nahda (Sharjah),New
CUST01481,Customer_1481,2024-08-19,Business Bay (Dubai),New
CUST01482,Customer_1482,2024-03-27,Al Reem (Abu Dhabi),Premium
CUST01483,Customer_1483,2024-09-07,Al Majaz (Sharjah),Premium
CUST01484,Customer_1484,2024-02-15,Downtown (Dubai),Regular
CUST01485,Customer_1485,2024-11-20,Corniche (Abu Dhabi),Regular
CUST01486,Customer_1486,2024-09-01,Corniche (Abu Dhabi),New
CUST01487,Customer_1487,2024-09-30,Deira (Dubai),Premium
CUST01488,Customer_1488,2024-01-08,Al Rashidiya (Ajman),Regular
CUST01489,Customer_1489,2024-09-28,Deira (Dubai),New
CUST01490,Customer_1490,2024-01-03,Al Nahda (Sharjah),Premium
CUST01491,Customer_1491,2024-04-25,Al Qasimia (Sharjah),Premium
CUST01492,Customer_1492,2024-06-08,Downtown (Dubai),New
CUST01493,Customer_1493,2024-09-14,Al Reem (Abu Dhabi),Regular
CUST01494,Customer_1494,2024-02-03,Al Nuaimiya (Ajman),New
CUST01495,Customer_1495,2024-05-28,Khalidiya (Abu Dhabi),Premium
CUST01496,Customer_1496,2024-11-01,Yas Island (Abu Dhabi),Regular
CUST01497,Customer_1497,2024-12-17,Downtown (Dubai),Regular
CUST01498,Customer_1498,2024-09-07,JLT (Dubai),Premium
CUST01499,Customer_1499,2024-03-25,Al Rashidiya (Ajman),VIP
CUST01500,Customer_1500,2024-07-25,Marina (Dubai),New
CUST01501,Customer_1501,2024-03-08,Deira (Dubai),Premium
CUST01502,Customer_1502,2024-10-28,Yas Island (Abu Dhabi),New
CUST01503,Customer_1503,2024-07-06,Al Qasimia (Sharjah),Regular
CUST01504,Customer_1504,2024-01-20,Corniche (Abu Dhabi),Premium
CUST01505,Customer_1505,2024-05-10,Al Majaz (Sharjah),Regular
CUST01506,Customer_1506,2024-01-25,Al Reem (Abu Dhabi),VIP
CUST01507,Customer_1507,2024-12-04,JBR (Dubai),Regular
CUST01508,Customer_1508,2024-01-11,Marina (Dubai),Regular
CUST01509,Customer_1509,2024-08-01,Khalidiya (Abu Dhabi),Regular
CUST01510,Customer_1510,2024-10-07,Business Bay (Dubai),Regular
CUST01511,Customer_1511,2024-03-19,Deira (Dubai),Regular
CUST01512,Customer_1512,2024-11-18,Marina (Dubai),Regular
CUST01513,Customer_1513,2024-12-04,JBR (Dubai),Regular
CUST01514,Customer_1514,2024-05-18,Al Reem (Abu Dhabi),Regular
CUST01515,Customer_1515,2024-03-11,Corniche (Abu Dhabi),Premium
CUST01516,Customer_1516,2024-02-23,Yas Island (Abu Dhabi),Premium
CUST01517,Customer_1517,2024-03-01,Business Bay (Dubai),New
CUST01518,Customer_1518,2024-02-24,Khalidiya (Abu Dhabi),New
CUST01519,Customer_1519,2024-04-12,Al Majaz (Sharjah),New
CUST01520,Customer_1520,2024-09-24,Deira (Dubai),Regular
CUST01521,Customer_1521,2024-07-28,Business Bay (Dubai),New
CUST01522,Customer_1522,2024-10-07,Khalidiya (Abu Dhabi),VIP
CUST01523,Customer_1523,2024-12-18,Al Rashidiya (Ajman),Regular
CUST01524,Customer_1524,2024-04-30,Marina (Dubai),New
CUST01525,Customer_1525,2024-02-15,Al Rashidiya (Ajman),New
CUST01526,Customer_1526,2024-10-20,Al Nahda (Sharjah),Regular
CUST01527,Customer_1527,2024-02-16,Al Majaz (Sharjah),Regular
CUST01528,Customer_1528,2024-02-21,Al Rashidiya (Ajman),New
CUST01529,Customer_1529,2024-04-28,Khalidiya (Abu Dhabi),VIP
CUST01530,Customer_1530,2024-05-31,Business Bay (Dubai),Regular
CUST01531,Customer_1531,2024-02-21,Al Nuaimiya (Ajman),New
CUST01532,Customer_1532,2024-01-21,Al Nuaimiya (Ajman),New
CUST01533,Customer_1533,2024-12-12,JLT (Dubai),Regular
CUST01534,Customer_1534,2024-02-29,JBR (Dubai),Premium
CUST01535,Customer_1535,2024-01-24,Marina (Dubai),Premium
CUST01536,Customer_1536,2024-12-05,Al Nahda (Sharjah),New
CUST01537,Customer_1537,2024-07-02,Al Rashidiya (Ajman),Regular
CUST01538,Customer_1538,2024-11-14,Business Bay (Dubai),Premium
CUST01539,Customer_1539,2024-02-17,JLT (Dubai),Premium
CUST01540,Customer_1540,2024-04-03,JBR (Dubai),Regular
CUST01541,Customer_1541,2024-08-21,Business Bay (Dubai),Premium
CUST01542,Customer_1542,2024-12-19,Al Nuaimiya (Ajman),Regular
CUST01543,Customer_1543,2024-08-03,Al Nahda (Sharjah),Premium
CUST01544,Customer_1544,2024-03-26,JBR (Dubai),New
CUST01545,Customer_1545,2024-01-31,Al Nuaimiya (Ajman),New
CUST01546,Customer_1546,2024-08-01,Al Rashidiya (Ajman),Regular
CUST01547,Customer_1547,2024-10-18,Al Nahda (Sharjah),Regular
CUST01548,Customer_1548,2024-11-08,Corniche (Abu Dhabi),Premium
CUST01549,Customer_1549,2024-11-09,Marina (Dubai),Premium
CUST01550,Customer_1550,2024-03-07,Khalidiya (Abu Dhabi),VIP
CUST01551,Customer_1551,2024-02-27,Al Rashidiya (Ajman),Regular
CUST01552,Customer_1552,2024-01-24,JBR (Dubai),New
CUST01553,Customer_1553,2024-06-09,Marina (Dubai),Premium
CUST01554,Customer_1554,2024-12-13,Yas Island (Abu Dhabi),Premium
CUST01555,Customer_1555,2024-10-22,Al Qasimia (Sharjah),Regular
CUST01556,Customer_1556,2024-12-08,Al Nuaimiya (Ajman),Regular
CUST01557,Customer_1557,2024-09-24,Al Qasimia (Sharjah),Premium
CUST01558,Customer_1558,2024-02-18,Corniche (Abu Dhabi),Regular
CUST01559,Customer_1559,2024-05-07,Khalidiya (Abu Dhabi),Regular
CUST01560,Customer_1560,2024-12-12,Al Nahda (Sharjah),Regular
CUST01561,Customer_1561,2024-10-12,Al Rashidiya (Ajman),VIP
CUST01562,Customer_1562,2024-01-28,Marina (Dubai),Regular
CUST01563,Customer_1563,2024-03-21,Yas Island (Abu Dhabi),Premium
CUST01564,Customer_1564,2024-09-10,Al Nuaimiya (Ajman),New
CUST01565,Customer_1565,2024-09-08,JLT (Dubai),New
CUST01566,Customer_1566,2024-05-22,Marina (Dubai),Regular
CUST01567,Customer_1567,2024-10-08,Al Nahda (Sharjah),Regular
CUST01568,Customer_1568,2024-04-30,JBR (Dubai),Regular
CUST01569,Customer_1569,2024-10-20,Khalidiya (Abu Dhabi),New
CUST01570,Customer_1570,2024-09-12,Khalidiya (Abu Dhabi),Regular
CUST01571,Customer_1571,2024-09-11,Al Qasimia (Sharjah),Regular
CUST01572,Customer_1572,2024-02-22,Corniche (Abu Dhabi),Regular
CUST01573,Customer_1573,2024-10-12,Yas Island (Abu Dhabi),New
CUST01574,Customer_1574,2024-02-16,Al Majaz (Sharjah),Regular
CUST01575,Customer_1575,2024-11-12,Al Nahda (Sharjah),Regular
CUST01576,Customer_1576,2024-09-17,Yas Island (Abu Dhabi),New
CUST01577,Customer_1577,2024-12-09,Khalidiya (Abu Dhabi),VIP
CUST01578,Customer_1578,2024-07-05,Al Nuaimiya (Ajman),New
CUST01579,Customer_1579,2024-04-24,Al Nuaimiya (Ajman),Regular
CUST01580,Customer_1580,2024-10-13,Al Majaz (Sharjah),Regular
CUST01581,Customer_1581,2024-08-30,Al Qasimia (Sharjah),Regular
CUST01582,Customer_1582,2024-08-19,JBR (Dubai),New
CUST01583,Customer_1583,2024-12-03,Deira (Dubai),New
CUST01584,Customer_1584,2024-06-30,Al Nuaimiya (Ajman),Regular
CUST01585,Customer_1585,2024-05-29,Yas Island (Abu Dhabi),Regular
CUST01586,Customer_1586,2024-12-25,JBR (Dubai),New
CUST01587,Customer_1587,2024-03-25,Khalidiya (Abu Dhabi),New
CUST01588,Customer_1588,2024-07-28,JBR (Dubai),New
CUST01589,Customer_1589,2024-04-10,Deira (Dubai),New
CUST01590,Customer_1590,2024-07-20,Deira (Dubai),Regular
CUST01591,Customer_1591,2024-04-07,Al Qasimia (Sharjah),Regular
