order_id,customer_id,restaurant_id,rider_id,order_time,zone,order_value,promo_code,discount_amount,delivery_fee,status,cancellation_reason
ORD002059,CUST04506,REST0142,RIDER0438,2025-11-28 21:07:00,Marina (Dubai),114.1,SAVE20,22.82,5.73,Delivered,
ORD002060,CUST04562,REST0053,RIDER0057,2025-12-27 12:14:00,Al Reem (Abu Dhabi),47.03,WELCOME10,4.7,13.69,Delivered,
ORD002061,CUST04717,REST0128,RIDER0096,2025-11-19 11:47:00,Business Bay (Dubai),63.08,WELCOME10,6.31,12.0,Delivered,
ORD002062,CUST02570,REST0029,RIDER0688,2025-10-04 13:02:00,JLT (Dubai),152.49,WELCOME10,15.25,14.04,Delivered,
ORD002063,CUST03376,REST0023,RIDER0790,2025-12-17 13:19:00,Khalidiya (Abu Dhabi),54.26,,,13.59,In Progress,
ORD002064,CUST03879,REST0085,RIDER0471,2025-11-15 11:33:00,Al Reem (Abu Dhabi),62.1,,,13.23,Cancelled,Restaurant Unavailable
ORD002065,CUST00647,REST0159,RIDER0022,2025-11-05 07:46:00,JBR (Dubai),260.63,FLASH30,78.19,5.1,Delivered,
ORD002066,CUST02966,REST0096,RIDER0760,2025-10-03 08:45:00,Corniche (Abu Dhabi),76.24,LOYALTY25,19.06,13.3,Delivered,
ORD002067,CUST00184,REST0071,RIDER0061,2025-11-17 17:52:00,Al Majaz (Sharjah),105.06,SAVE20,21.01,7.24,Delivered,
ORD002068,CUST02472,REST0189,RIDER0322,2025-10-04 13:40:00,Al Qasimia (Sharjah),71.85,LOYALTY25,17.96,5.88,Delivered,
ORD002069,CUST00770,REST0151,RIDER0723,2025-10-30 21:03:00,Al Majaz (Sharjah),77.41,,,7.35,Delivered,
ORD002070,CUST00923,REST0008,RIDER0412,2025-12-14 14:22:00,Yas Island (Abu Dhabi),187.96,FLASH30,56.39,13.44,Delivered,
ORD002071,CUST01801,REST0076,RIDER0009,2025-10-21 15:07:00,JLT (Dubai),43.55,WELCOME10,4.36,13.38,Delivered,
ORD002072,CUST02127,REST0100,RIDER0140,2025-11-04 21:09:00,JBR (Dubai),115.61,WELCOME10,11.56,9.0,Delivered,
ORD002073,CUST03080,REST0016,RIDER0115,2025-12-19 15:48:00,Corniche (Abu Dhabi),96.68,,,11.17,Delivered,
ORD002074,CUST00388,REST0154,RIDER0106,2025-11-10 15:37:00,Al Rashidiya (Ajman),35.54,SAVE20,7.11,11.74,Delivered,
ORD002075,CUST02496,REST0157,RIDER0424,2025-12-05 12:04:00,Yas Island (Abu Dhabi),69.36,WELCOME10,6.94,11.34,Delivered,
ORD002076,CUST00921,REST0093,RIDER0092,2025-12-30 18:09:00,Al Majaz (Sharjah),116.13,,,10.88,Delivered,
ORD002077,CUST02837,REST0006,RIDER0330,2025-12-03 12:25:00,Business Bay (Dubai),93.24,,,13.35,Delivered,
ORD002078,CUST03153,REST0037,RIDER0034,2025-11-26 16:48:00,Downtown (Dubai),50.42,FREESHIP,5.04,8.62,Delivered,
ORD002079,CUST02766,REST0161,RIDER0417,2025-11-02 14:15:00,Al Nuaimiya (Ajman),62.89,,,8.45,Delivered,
ORD002080,CUST03667,REST0095,RIDER0366,2025-12-06 15:56:00,Al Nuaimiya (Ajman),139.5,,,8.52,Delivered,
ORD002081,CUST01656,REST0174,RIDER0331,2025-11-11 20:58:00,Corniche (Abu Dhabi),45.45,LOYALTY25,11.36,7.62,Delivered,
ORD002082,CUST03804,REST0061,RIDER0311,2025-10-30 13:57:00,Al Majaz (Sharjah),192.44,,,14.18,Delivered,
ORD002083,CUST02129,REST0169,RIDER0013,2025-12-24 10:22:00,Al Reem (Abu Dhabi),71.94,,,7.12,Delivered,
ORD002084,CUST02405,REST0018,RIDER0704,2025-12-27 16:16:00,Al Qasimia (Sharjah),39.22,WELCOME10,3.92,12.15,Delivered,
ORD002085,CUST03210,REST0111,RIDER0773,2025-11-21 21:27:00,Al Rashidiya (Ajman),94.62,,,11.9,Cancelled,Address Issue
ORD002086,CUST00098,REST0095,RIDER0077,2025-10-13 18:17:00,Al Nuaimiya (Ajman),299.93,LOYALTY25,74.98,12.51,Delivered,
ORD002087,CUST03253,REST0016,RIDER0579,2025-11-14 12:51:00,Corniche (Abu Dhabi),47.59,WEEKEND15,7.14,11.58,Delivered,
ORD002088,CUST03060,REST0104,RIDER0024,2025-10-11 22:57:00,Al Nuaimiya (Ajman),63.42,,,5.61,Delivered,
ORD002089,CUST01522,REST0179,RIDER0373,2025-12-23 12:40:00,Yas Island (Abu Dhabi),66.68,FREESHIP,6.67,7.19,Delivered,
ORD002090,CUST00439,REST0165,RIDER0473,2025-12-14 23:10:00,JLT (Dubai),48.7,WEEKEND15,7.3,14.57,Delivered,
ORD002091,CUST00463,REST0014,RIDER0229,2025-12-23 10:33:00,Al Nuaimiya (Ajman),104.66,SAVE20,20.93,7.07,Delivered,
ORD002092,CUST04621,REST0103,RIDER0235,2025-12-30 23:45:00,Corniche (Abu Dhabi),112.96,,,8.34,Delivered,
ORD002093,CUST03429,REST0068,RIDER0700,2025-12-28 07:14:00,Marina (Dubai),111.45,WELCOME10,11.14,14.54,Delivered,
ORD002094,CUST00619,REST0030,RIDER0468,2025-10-10 18:00:00,Al Majaz (Sharjah),90.36,WELCOME10,9.04,14.27,Delivered,
ORD002095,CUST01756,REST0060,RIDER0081,2025-10-30 19:32:00,Al Rashidiya (Ajman),46.21,SAVE20,9.24,7.75,Delivered,
ORD002096,CUST02929,REST0053,RIDER0669,2025-10-30 18:08:00,Al Reem (Abu Dhabi),77.33,,,10.45,Delivered,
ORD002097,CUST04172,REST0164,RIDER0737,2025-12-01 19:43:00,JLT (Dubai),80.06,SAVE20,16.01,6.92,Delivered,
ORD002098,CUST00231,REST0158,RIDER0301,2025-12-04 14:16:00,Al Reem (Abu Dhabi),81.67,,,10.61,Delivered,
ORD002099,CUST01172,REST0064,RIDER0705,2025-10-04 06:14:00,Al Nuaimiya (Ajman),68.65,,,7.04,Delivered,
ORD002100,CUST04454,REST0014,RIDER0255,2025-12-27 12:03:00,Al Nuaimiya (Ajman),151.71,,,11.3,Cancelled,Restaurant Unavailable
ORD002101,CUST00051,REST0023,RIDER0045,2025-10-05 17:36:00,Khalidiya (Abu Dhabi),36.07,,,6.11,Delivered,
ORD002102,CUST01019,REST0176,RIDER0320,2025-11-25 17:45:00,Yas Island (Abu Dhabi),88.17,WELCOME10,8.82,8.63,Delivered,
ORD002103,CUST04792,REST0156,RIDER0612,2025-10-15 10:05:00,Khalidiya (Abu Dhabi),63.91,,,12.77,Delivered,
ORD002104,CUST03029,REST0122,RIDER0297,2025-12-17 11:05:00,Al Majaz (Sharjah),50.29,,,9.98,Cancelled,Customer Request
ORD002105,CUST01296,REST0007,RIDER0486,2025-10-29 14:18:00,Downtown (Dubai),71.65,NEW50,35.83,14.52,Delivered,
ORD002106,CUST00347,REST0170,RIDER0348,2025-12-03 18:22:00,JLT (Dubai),31.97,WEEKEND15,4.8,8.86,Delivered,
ORD002107,CUST00151,REST0010,RIDER0566,2025-11-09 20:29:00,Business Bay (Dubai),309.2,WELCOME10,30.92,14.0,Delivered,
ORD002108,CUST01206,REST0196,RIDER0434,2025-12-04 07:55:00,Al Majaz (Sharjah),53.33,SAVE20,10.67,12.82,Cancelled,Restaurant Unavailable
ORD002109,CUST04414,REST0172,RIDER0030,2025-11-30 21:00:00,Business Bay (Dubai),182.2,,,12.56,Delivered,
ORD002110,CUST02054,REST0102,RIDER0297,2025-10-21 21:08:00,JLT (Dubai),41.86,,,9.75,Delivered,
ORD002111,CUST03574,REST0013,RIDER0520,2025-10-29 00:21:00,Yas Island (Abu Dhabi),94.56,LOYALTY25,23.64,10.02,Delivered,
ORD002112,CUST04597,REST0161,RIDER0082,2025-10-15 15:00:00,Al Nuaimiya (Ajman),70.66,,,8.04,Delivered,
ORD002113,CUST02016,REST0160,RIDER0726,2025-12-17 16:58:00,Corniche (Abu Dhabi),50.05,LOYALTY25,12.51,14.1,Delivered,
ORD002114,CUST00971,REST0127,RIDER0746,2025-12-15 16:56:00,JBR (Dubai),66.52,SAVE20,13.3,7.22,Delivered,
ORD002115,CUST02554,REST0048,RIDER0270,2025-11-28 17:35:00,Deira (Dubai),281.57,WELCOME10,28.16,9.02,Cancelled,Restaurant Unavailable
ORD002116,CUST04555,REST0005,RIDER0452,2025-11-09 15:24:00,Yas Island (Abu Dhabi),44.94,,,10.66,Delivered,
ORD002117,CUST04015,REST0061,RIDER0554,2025-11-28 11:15:00,Al Majaz (Sharjah),173.07,,,7.64,Delivered,
ORD002118,CUST00338,REST0122,RIDER0460,2025-10-16 07:25:00,Al Majaz (Sharjah),79.31,WEEKEND15,11.9,7.67,Cancelled,Customer Request
ORD002119,CUST03440,REST0090,RIDER0231,2025-12-13 10:27:00,Al Nuaimiya (Ajman),66.48,SAVE20,13.3,8.69,Cancelled,Address Issue
ORD002120,CUST02827,REST0103,RIDER0244,2025-10-04 19:04:00,Corniche (Abu Dhabi),93.4,,,12.98,Delivered,
ORD002121,CUST04551,REST0090,RIDER0398,2025-10-06 11:47:00,Al Nuaimiya (Ajman),76.49,FREESHIP,7.65,6.2,Delivered,
ORD002122,CUST00582,REST0003,RIDER0643,2025-11-12 20:21:00,Khalidiya (Abu Dhabi),116.0,LOYALTY25,29.0,11.29,Delivered,
ORD002123,CUST02643,REST0024,RIDER0021,2025-10-16 13:13:00,Khalidiya (Abu Dhabi),35.5,,,14.72,Delivered,
ORD002124,CUST04405,REST0117,RIDER0468,2025-10-04 13:08:00,JLT (Dubai),173.53,,,11.58,Cancelled,Address Issue
ORD002125,CUST02023,REST0098,RIDER0137,2025-11-05 20:13:00,Corniche (Abu Dhabi),70.64,,,9.51,Delivered,
ORD002126,CUST02388,REST0162,RIDER0191,2025-10-08 10:15:00,Al Nahda (Sharjah),125.22,FREESHIP,12.52,10.67,Cancelled,Long Wait Time
ORD002127,CUST00366,REST0084,RIDER0037,2025-10-25 10:29:00,Al Majaz (Sharjah),90.77,FREESHIP,9.08,5.93,Cancelled,Long Wait Time
ORD002128,CUST01371,REST0119,RIDER0079,2025-11-01 23:31:00,Deira (Dubai),179.03,FREESHIP,17.9,9.21,Delivered,
ORD002129,CUST01601,REST0042,RIDER0602,2025-12-18 16:05:00,JLT (Dubai),60.03,FLASH30,18.01,6.23,Delivered,
ORD002130,CUST04721,REST0148,RIDER0684,2025-12-20 10:16:00,Khalidiya (Abu Dhabi),52.64,,,8.01,Delivered,
ORD002131,CUST01390,REST0041,RIDER0592,2025-10-05 09:00:00,Al Nuaimiya (Ajman),178.34,,,8.68,Delivered,
ORD002132,CUST02266,REST0082,RIDER0727,2025-10-04 20:17:00,Al Majaz (Sharjah),63.45,FREESHIP,6.34,13.27,Delivered,
ORD002133,CUST03342,REST0102,RIDER0015,2025-10-10 17:10:00,JLT (Dubai),46.24,,,9.63,Delivered,
ORD002134,CUST00807,REST0148,RIDER0340,2025-12-08 08:10:00,Khalidiya (Abu Dhabi),68.68,SAVE20,13.74,7.73,Delivered,
ORD002135,CUST02416,REST0006,RIDER0605,2025-12-23 20:27:00,Business Bay (Dubai),89.33,WEEKEND15,13.4,11.34,Delivered,
ORD002136,CUST03671,REST0122,RIDER0298,2025-12-28 13:11:00,Al Majaz (Sharjah),60.63,,,11.78,Delivered,
ORD002137,CUST04328,REST0185,RIDER0058,2025-11-30 23:33:00,Al Qasimia (Sharjah),74.7,SAVE20,14.94,8.67,In Progress,
ORD002138,CUST03096,REST0170,RIDER0550,2025-10-12 11:15:00,JLT (Dubai),79.72,FLASH30,23.92,8.74,Delivered,
ORD002139,CUST03335,REST0025,RIDER0618,2025-12-19 15:53:00,Deira (Dubai),93.07,WELCOME10,9.31,13.42,Delivered,
ORD002140,CUST00615,REST0041,RIDER0516,2025-11-06 09:09:00,Al Nuaimiya (Ajman),112.06,WELCOME10,11.21,9.89,In Progress,
ORD002141,CUST04727,REST0169,RIDER0579,2025-12-12 13:57:00,Al Reem (Abu Dhabi),101.21,WELCOME10,10.12,12.58,Delivered,
ORD002142,CUST00655,REST0003,RIDER0359,2025-10-03 09:52:00,Khalidiya (Abu Dhabi),90.43,SAVE20,18.09,6.36,Delivered,
ORD002143,CUST03854,REST0108,RIDER0580,2025-11-20 12:45:00,Al Nuaimiya (Ajman),53.23,WEEKEND15,7.98,9.39,Delivered,
ORD002144,CUST01312,REST0171,RIDER0491,2025-10-04 11:38:00,JLT (Dubai),102.3,,,6.52,Delivered,
ORD002145,CUST04668,REST0174,RIDER0275,2025-12-07 11:07:00,Corniche (Abu Dhabi),63.22,FREESHIP,6.32,5.34,Delivered,
ORD002146,CUST03573,REST0057,RIDER0178,2025-12-25 22:25:00,Business Bay (Dubai),47.99,,,11.98,Delivered,
ORD002147,CUST03743,REST0083,RIDER0040,2025-12-02 04:41:00,Marina (Dubai),289.63,FLASH30,86.89,7.4,Delivered,
ORD002148,CUST01091,REST0074,RIDER0731,2025-12-16 15:41:00,Al Reem (Abu Dhabi),79.37,SAVE20,15.87,10.76,Delivered,
ORD002149,CUST02186,REST0179,RIDER0217,2025-10-15 17:41:00,Yas Island (Abu Dhabi),85.24,LOYALTY25,21.31,8.08,Delivered,
ORD002150,CUST03056,REST0133,RIDER0499,2025-10-24 18:13:00,Downtown (Dubai),74.45,SAVE20,14.89,13.73,Delivered,
ORD002151,CUST03831,REST0086,RIDER0417,2025-12-17 19:50:00,Al Nuaimiya (Ajman),102.64,FREESHIP,10.26,12.6,Cancelled,Long Wait Time
ORD002152,CUST00509,REST0097,RIDER0270,2025-10-17 19:08:00,Downtown (Dubai),176.11,SAVE20,35.22,8.52,In Progress,
ORD002153,CUST04812,REST0015,RIDER0433,2025-12-21 22:48:00,Yas Island (Abu Dhabi),45.94,SAVE20,9.19,8.12,Delivered,
ORD002154,CUST04457,REST0088,RIDER0223,2025-10-19 19:18:00,Al Rashidiya (Ajman),62.87,WEEKEND15,9.43,6.86,Delivered,
ORD002155,CUST01335,REST0094,RIDER0048,2025-10-14 20:33:00,Al Nuaimiya (Ajman),53.3,NEW50,26.65,8.58,Delivered,
ORD002156,CUST04096,REST0126,RIDER0349,2025-11-26 15:46:00,Corniche (Abu Dhabi),111.28,SAVE20,22.26,9.72,Cancelled,Address Issue
ORD002157,CUST02557,REST0100,RIDER0450,2025-12-30 18:37:00,JBR (Dubai),79.78,FLASH30,23.93,12.46,Delivered,
ORD002158,CUST02273,REST0039,RIDER0225,2025-11-15 14:28:00,Al Qasimia (Sharjah),72.24,SAVE20,14.45,14.62,Delivered,
ORD002159,CUST01551,REST0198,RIDER0264,2025-11-10 11:28:00,JBR (Dubai),91.94,WELCOME10,9.19,7.62,Delivered,
ORD002160,CUST02872,REST0079,RIDER0045,2025-11-01 12:27:00,Al Nuaimiya (Ajman),148.98,,,12.95,Delivered,
ORD002161,CUST03624,REST0166,RIDER0650,2025-12-21 12:47:00,Deira (Dubai),165.82,WELCOME10,16.58,8.2,Delivered,
ORD002162,CUST02028,REST0039,RIDER0792,2025-11-02 12:48:00,Al Qasimia (Sharjah),39.88,,,9.04,Delivered,
ORD002163,CUST03111,REST0052,RIDER0401,2025-10-02 15:23:00,Deira (Dubai),38.33,,,10.48,Delivered,
ORD002164,CUST03469,REST0131,RIDER0109,2025-11-05 11:27:00,Al Nuaimiya (Ajman),64.11,FREESHIP,6.41,9.55,Delivered,
ORD002165,CUST03516,REST0157,RIDER0597,2025-11-06 15:41:00,Yas Island (Abu Dhabi),38.36,,,8.09,Delivered,
ORD002166,CUST00263,REST0126,RIDER0162,2025-12-23 21:43:00,Corniche (Abu Dhabi),83.48,FREESHIP,8.35,5.29,Delivered,
ORD002167,CUST04302,REST0159,RIDER0065,2025-12-06 13:57:00,JBR (Dubai),172.5,,,13.0,Delivered,
ORD002168,CUST02254,REST0066,RIDER0706,2025-10-30 10:11:00,Al Rashidiya (Ajman),126.33,SAVE20,25.27,9.82,In Progress,
ORD002169,CUST01302,REST0045,RIDER0565,2025-11-13 12:18:00,JLT (Dubai),33.36,WELCOME10,3.34,6.87,Delivered,
ORD002170,CUST01194,REST0022,RIDER0569,2025-10-30 20:05:00,JLT (Dubai),54.86,SAVE20,10.97,11.25,Delivered,
ORD002171,CUST02395,REST0083,RIDER0023,2025-11-13 21:01:00,Marina (Dubai),229.05,,,12.73,Delivered,
ORD002172,CUST04442,REST0138,RIDER0223,2025-10-20 20:52:00,Yas Island (Abu Dhabi),40.57,,,11.87,Delivered,
ORD002173,CUST01861,REST0149,RIDER0773,2025-12-04 11:49:00,Al Rashidiya (Ajman),181.19,,,10.61,Delivered,
ORD002174,CUST03723,REST0017,RIDER0524,2025-11-01 12:38:00,Deira (Dubai),47.04,,,6.9,Cancelled,Restaurant Unavailable
ORD002175,CUST00482,REST0067,RIDER0313,2025-10-20 22:30:00,Khalidiya (Abu Dhabi),94.46,WELCOME10,9.45,7.64,Cancelled,Customer Request
ORD002176,CUST02354,REST0007,RIDER0410,2025-10-30 12:36:00,Downtown (Dubai),34.48,WEEKEND15,5.17,6.01,Delivered,
ORD002177,CUST04964,REST0101,RIDER0554,2025-12-13 09:55:00,JLT (Dubai),111.78,FLASH30,33.53,7.22,Delivered,
ORD002178,CUST03833,REST0036,RIDER0368,2025-10-08 11:53:00,Business Bay (Dubai),48.09,WEEKEND15,7.21,6.88,Delivered,
ORD002179,CUST01055,REST0067,RIDER0029,2025-11-28 22:28:00,Khalidiya (Abu Dhabi),55.73,,,14.16,Delivered,
ORD002180,CUST02486,REST0077,RIDER0145,2025-12-16 13:39:00,Deira (Dubai),65.83,SAVE20,13.17,6.11,Delivered,
ORD002181,CUST01156,REST0158,RIDER0419,2025-11-30 21:11:00,Al Reem (Abu Dhabi),52.55,FREESHIP,5.26,14.43,Delivered,
ORD002182,CUST02022,REST0087,RIDER0563,2025-11-21 08:56:00,Al Majaz (Sharjah),113.36,LOYALTY25,28.34,6.43,Delivered,
ORD002183,CUST03885,REST0199,RIDER0109,2025-12-22 19:54:00,JLT (Dubai),36.62,,,10.81,Cancelled,Customer Request
ORD002184,CUST03837,REST0157,RIDER0638,2025-11-20 07:32:00,Yas Island (Abu Dhabi),34.15,SAVE20,6.83,6.9,Delivered,
ORD002185,CUST01131,REST0072,RIDER0195,2025-10-22 10:56:00,Deira (Dubai),32.99,FREESHIP,3.3,11.57,Delivered,
ORD002186,CUST04618,REST0161,RIDER0526,2025-10-10 17:46:00,Al Nuaimiya (Ajman),105.45,FREESHIP,10.54,13.31,Delivered,
ORD002187,CUST02929,REST0059,RIDER0540,2025-11-04 13:44:00,Khalidiya (Abu Dhabi),249.98,LOYALTY25,62.5,5.93,In Progress,
ORD002188,CUST01866,REST0020,RIDER0303,2025-11-04 18:24:00,Al Rashidiya (Ajman),67.85,,,14.5,Delivered,
ORD002189,CUST02486,REST0157,RIDER0739,2025-11-17 22:41:00,Yas Island (Abu Dhabi),65.25,WEEKEND15,9.79,6.54,Delivered,
ORD002190,CUST02984,REST0181,RIDER0468,2025-10-25 05:17:00,Corniche (Abu Dhabi),313.59,,,9.6,In Progress,
ORD002191,CUST02784,REST0129,RIDER0587,2025-12-20 10:29:00,Al Nahda (Sharjah),102.64,WEEKEND15,15.4,14.35,Delivered,
ORD002192,CUST02416,REST0162,RIDER0355,2025-10-29 17:17:00,Al Nahda (Sharjah),196.51,FREESHIP,19.65,13.81,Delivered,
ORD002193,CUST02499,REST0172,RIDER0064,2025-11-16 21:06:00,Business Bay (Dubai),111.22,WELCOME10,11.12,6.06,Delivered,
ORD002194,CUST00885,REST0109,RIDER0300,2025-11-21 19:14:00,Downtown (Dubai),44.6,,,11.2,In Progress,
ORD002195,CUST04049,REST0014,RIDER0217,2025-10-07 14:29:00,Al Nuaimiya (Ajman),114.09,FREESHIP,11.41,12.98,Delivered,
ORD002196,CUST02695,REST0165,RIDER0091,2025-12-03 19:04:00,JLT (Dubai),39.32,,,12.48,Delivered,
ORD002197,CUST00647,REST0163,RIDER0045,2025-11-23 10:04:00,JBR (Dubai),74.49,FREESHIP,7.45,7.47,Delivered,
ORD002198,CUST03806,REST0187,RIDER0269,2025-12-04 01:32:00,Yas Island (Abu Dhabi),142.01,WELCOME10,14.2,8.42,Delivered,
ORD002199,CUST04664,REST0024,RIDER0024,2025-11-22 16:05:00,Khalidiya (Abu Dhabi),44.86,SAVE20,8.97,7.5,Delivered,
ORD002200,CUST04734,REST0193,RIDER0786,2025-11-30 19:47:00,JBR (Dubai),96.89,,,11.52,Delivered,
ORD002201,CUST01823,REST0110,RIDER0259,2025-11-11 13:39:00,Al Majaz (Sharjah),75.98,SAVE20,15.2,9.93,Delivered,
ORD002202,CUST00676,REST0134,RIDER0142,2025-10-12 16:03:00,Al Nuaimiya (Ajman),79.59,SAVE20,15.92,14.29,Delivered,
ORD002203,CUST02558,REST0196,RIDER0157,2025-10-05 13:12:00,Al Majaz (Sharjah),106.7,FREESHIP,10.67,8.0,Delivered,
ORD002204,CUST00534,REST0038,RIDER0434,2025-10-15 15:50:00,Marina (Dubai),59.42,SAVE20,11.88,12.55,Delivered,
ORD002205,CUST04670,REST0129,RIDER0143,2025-10-14 20:41:00,Al Nahda (Sharjah),89.89,LOYALTY25,22.47,6.06,Delivered,
ORD002206,CUST00924,REST0041,RIDER0129,2025-10-16 14:25:00,Al Nuaimiya (Ajman),75.4,LOYALTY25,18.85,8.24,Delivered,
ORD002207,CUST01241,REST0031,RIDER0581,2025-10-09 00:48:00,Al Majaz (Sharjah),76.59,,,10.04,Delivered,
ORD002208,CUST02006,REST0036,RIDER0250,2025-12-28 19:19:00,Business Bay (Dubai),65.91,,,7.4,Delivered,
ORD002209,CUST01883,REST0105,RIDER0577,2025-10-12 17:31:00,Al Nahda (Sharjah),32.95,SAVE20,6.59,12.74,Cancelled,Payment Issue
ORD002210,CUST03953,REST0182,RIDER0164,2025-12-29 18:31:00,JLT (Dubai),43.86,WEEKEND15,6.58,12.46,Delivered,
ORD002211,CUST02245,REST0109,RIDER0181,2025-10-24 21:49:00,Downtown (Dubai),60.9,LOYALTY25,15.22,13.61,Delivered,
ORD002212,CUST00848,REST0031,RIDER0187,2025-10-08 11:36:00,Al Majaz (Sharjah),163.64,,,10.61,Delivered,
ORD002213,CUST01325,REST0157,RIDER0595,2025-12-09 15:43:00,Yas Island (Abu Dhabi),60.61,,,9.42,Delivered,
ORD002214,CUST02516,REST0113,RIDER0141,2025-11-02 17:57:00,Yas Island (Abu Dhabi),144.3,WEEKEND15,21.64,6.33,Delivered,
ORD002215,CUST00734,REST0131,RIDER0334,2025-11-14 12:00:00,Al Nuaimiya (Ajman),34.06,WELCOME10,3.41,12.54,Delivered,
ORD002216,CUST03020,REST0186,RIDER0274,2025-10-04 20:24:00,Khalidiya (Abu Dhabi),36.41,,,10.84,Delivered,
ORD002217,CUST02801,REST0061,RIDER0578,2025-11-14 18:24:00,Al Majaz (Sharjah),80.13,FLASH30,24.04,5.3,Delivered,
ORD002218,CUST03539,REST0006,RIDER0119,2025-12-09 19:52:00,Business Bay (Dubai),105.93,,,6.48,Delivered,
ORD002219,CUST04687,REST0020,RIDER0681,2025-11-21 19:00:00,Al Rashidiya (Ajman),46.18,FREESHIP,4.62,7.3,In Progress,
ORD002220,CUST04570,REST0111,RIDER0569,2025-12-01 11:02:00,Al Rashidiya (Ajman),75.17,FREESHIP,7.52,12.78,Delivered,
ORD002221,CUST04728,REST0061,RIDER0767,2025-11-21 19:38:00,Al Majaz (Sharjah),153.02,,,14.49,Delivered,
ORD002222,CUST01206,REST0174,RIDER0562,2025-11-03 19:20:00,Corniche (Abu Dhabi),78.45,WEEKEND15,11.77,13.39,Cancelled,Address Issue
ORD002223,CUST00649,REST0141,RIDER0336,2025-10-21 20:42:00,Al Nahda (Sharjah),60.75,FREESHIP,6.08,12.61,Cancelled,Address Issue
ORD002224,CUST01478,REST0023,RIDER0720,2025-10-31 14:24:00,Khalidiya (Abu Dhabi),35.87,SAVE20,7.17,8.27,Delivered,
ORD002225,CUST04474,REST0079,RIDER0252,2025-11-14 15:51:00,Al Nuaimiya (Ajman),187.82,WEEKEND15,28.17,9.19,Cancelled,Customer Request
ORD002226,CUST04859,REST0031,RIDER0071,2025-12-26 07:20:00,Al Majaz (Sharjah),103.7,,,13.55,Delivered,
ORD002227,CUST04297,REST0004,RIDER0652,2025-12-26 20:46:00,Corniche (Abu Dhabi),104.3,SAVE20,20.86,10.03,Delivered,
ORD002228,CUST00532,REST0118,RIDER0254,2025-10-30 15:02:00,Al Qasimia (Sharjah),67.38,SAVE20,13.48,13.37,Delivered,
ORD002229,CUST04735,REST0066,RIDER0662,2025-10-22 17:39:00,Al Rashidiya (Ajman),203.01,NEW50,101.5,11.12,Delivered,
ORD002230,CUST02092,REST0144,RIDER0201,2025-12-22 08:28:00,JBR (Dubai),56.11,SAVE20,11.22,9.6,Delivered,
ORD002231,CUST00052,REST0115,RIDER0354,2025-11-23 17:34:00,Khalidiya (Abu Dhabi),165.72,,,8.71,Delivered,
ORD002232,CUST02181,REST0031,RIDER0727,2025-10-12 04:21:00,Al Majaz (Sharjah),162.82,,,5.12,Delivered,
ORD002233,CUST00243,REST0176,RIDER0105,2025-10-11 21:22:00,Yas Island (Abu Dhabi),197.41,WEEKEND15,29.61,14.89,Delivered,
ORD002234,CUST02702,REST0123,RIDER0700,2025-11-05 20:12:00,Al Qasimia (Sharjah),51.36,,,13.77,Delivered,
ORD002235,CUST01666,REST0043,RIDER0071,2025-10-27 10:33:00,Al Nahda (Sharjah),79.9,,,5.18,Delivered,
ORD002236,CUST02344,REST0004,RIDER0240,2025-11-14 17:22:00,Corniche (Abu Dhabi),63.93,FREESHIP,6.39,7.81,In Progress,
ORD002237,CUST03028,REST0190,RIDER0779,2025-10-05 17:34:00,Deira (Dubai),36.03,FREESHIP,3.6,8.04,Delivered,
ORD002238,CUST04338,REST0048,RIDER0682,2025-12-14 19:18:00,Deira (Dubai),319.7,WELCOME10,31.97,8.35,Delivered,
ORD002239,CUST03295,REST0156,RIDER0271,2025-11-27 19:14:00,Khalidiya (Abu Dhabi),73.21,SAVE20,14.64,7.92,Delivered,
ORD002240,CUST02136,REST0144,RIDER0526,2025-11-09 23:52:00,JBR (Dubai),72.97,,,14.23,Delivered,
ORD002241,CUST04075,REST0089,RIDER0062,2025-12-20 12:14:00,Khalidiya (Abu Dhabi),47.21,WEEKEND15,7.08,11.89,Delivered,
ORD002242,CUST04542,REST0126,RIDER0050,2025-11-11 08:51:00,Corniche (Abu Dhabi),92.11,,,10.96,Delivered,
ORD002243,CUST00572,REST0077,RIDER0098,2025-12-07 16:25:00,Deira (Dubai),45.25,SAVE20,9.05,9.32,Cancelled,Customer Request
ORD002244,CUST02636,REST0197,RIDER0042,2025-12-29 19:38:00,JBR (Dubai),138.06,,69.03,11.93,Delivered,
ORD002245,CUST01405,REST0158,RIDER0200,2025-11-06 11:02:00,Al Reem (Abu Dhabi),100.24,SAVE20,20.05,11.2,Delivered,
ORD002246,CUST00246,REST0065,RIDER0182,2025-10-05 11:56:00,Al Nahda (Sharjah),244.27,,,6.76,Delivered,
ORD002247,CUST03331,REST0069,RIDER0142,2025-12-14 19:16:00,Marina (Dubai),245.53,SAVE20,49.11,8.0,Delivered,
ORD002248,CUST04314,REST0014,RIDER0226,2025-10-14 19:29:00,Al Nuaimiya (Ajman),115.83,FREESHIP,11.58,14.66,Delivered,
ORD002249,CUST00808,REST0075,RIDER0294,2025-12-10 10:27:00,JLT (Dubai),61.69,SAVE20,12.34,14.87,Delivered,
ORD002250,CUST04048,REST0162,RIDER0392,2025-10-08 20:33:00,Al Nahda (Sharjah),290.95,WELCOME10,29.1,5.44,Delivered,
