event_id,order_id,restaurant_confirmed_time,food_ready_time,rider_picked_up_time,delivered_time,expected_delivery_time,is_on_time
EVT001478,ORD001478,2025-12-18 08:41:00,2025-12-18 09:06:00,2025-12-18 09:21:00,2025-12-18 09:50:00,2025-12-18 09:25:00,False
EVT001479,ORD001479,2025-12-26 17:49:00,2025-12-26 18:13:00,2025-12-26 18:51:00,2025-12-26 19:28:00,2025-12-26 18:30:00,False
EVT001480,ORD001480,2025-12-05 06:25:00,2025-12-05 06:53:00,2025-12-05 06:59:00,2025-12-05 07:10:00,2025-12-05 07:05:00,False
EVT001481,ORD001481,2025-11-30 18:03:00,2025-11-30 18:17:00,2025-11-30 18:23:00,2025-11-30 18:50:00,2025-11-30 18:45:00,False
EVT001482,ORD001482,2025-10-09 11:47:00,2025-10-09 12:10:00,2025-10-09 12:19:00,2025-10-09 12:59:00,2025-10-09 12:31:00,False
EVT001483,ORD001483,2025-12-15 12:30:00,2025-12-15 13:01:00,2025-12-15 13:09:00,2025-12-15 13:49:00,2025-12-15 13:11:00,False
EVT001484,ORD001484,2025-12-05 12:52:00,2025-12-05 13:20:00,2025-12-05 13:39:00,2025-12-05 14:15:00,2025-12-05 13:35:00,False
EVT001485,ORD001485,2025-12-09 10:54:00,2025-12-09 11:27:00,2025-12-09 11:41:00,2025-12-09 12:10:00,2025-12-09 11:36:00,False
EVT001486,ORD001486,2025-11-27 21:34:00,2025-11-27 21:58:00,2025-11-27 22:16:00,2025-11-27 22:43:00,2025-11-27 22:15:00,False
EVT001487,ORD001487,2025-11-15 21:08:00,2025-11-15 21:47:00,2025-11-15 21:59:00,2025-11-15 22:18:00,2025-11-15 21:51:00,False
EVT001488,ORD001488,2025-11-19 20:19:00,2025-11-19 20:52:00,2025-11-19 20:58:00,2025-11-19 21:23:00,2025-11-19 21:02:00,False
EVT001489,ORD001489,2025-12-14 08:38:00,2025-12-14 09:06:00,2025-12-14 09:39:00,2025-12-14 09:57:00,2025-12-14 09:20:00,False
EVT001490,ORD001490,2025-12-02 11:24:00,2025-12-02 12:13:00,2025-12-02 12:35:00,2025-12-02 12:47:00,2025-12-02 12:08:00,False
EVT001491,ORD001491,2025-11-09 17:57:00,2025-11-09 18:19:00,2025-11-09 18:39:00,2025-11-09 18:55:00,2025-11-09 18:37:00,False
EVT001492,ORD001492,2025-12-17 22:39:00,2025-12-17 23:20:00,2025-12-17 23:31:00,2025-12-18 00:03:00,2025-12-17 23:22:00,False
EVT001493,ORD001493,2025-10-22 17:35:00,2025-10-22 18:14:00,2025-10-22 18:34:00,2025-10-22 19:07:00,2025-10-22 18:19:00,False
EVT001494,ORD001494,2025-11-23 12:08:00,2025-11-23 12:43:00,2025-11-23 12:54:00,,2025-11-23 12:48:00,
EVT001495,ORD001495,2025-11-15 19:58:00,2025-11-15 20:31:00,2025-11-15 20:42:00,2025-11-15 21:07:00,2025-11-15 20:41:00,False
EVT001496,ORD001496,2025-10-29 09:06:00,2025-10-29 09:44:00,2025-10-29 10:17:00,2025-10-29 10:51:00,2025-10-29 09:46:00,False
EVT001497,ORD001497,2025-11-23 20:36:00,2025-11-23 21:02:00,2025-11-23 21:14:00,2025-11-23 22:02:00,2025-11-23 21:19:00,False
EVT001498,ORD001498,2025-10-10 22:18:00,2025-10-10 22:50:00,2025-10-10 23:36:00,2025-10-10 23:53:00,2025-10-10 23:02:00,False
EVT001499,ORD001499,2025-12-15 22:06:00,2025-12-15 22:24:00,2025-12-15 22:32:00,,2025-12-15 22:46:00,
EVT001500,ORD001500,2025-12-11 09:29:00,2025-12-11 09:50:00,2025-12-11 10:10:00,2025-12-11 10:48:00,2025-12-11 10:11:00,False
EVT001501,ORD001501,2025-12-01 16:57:00,2025-12-01 17:32:00,2025-12-01 17:49:00,2025-12-01 18:17:00,2025-12-01 17:41:00,False
EVT001502,ORD001502,2025-10-28 16:42:00,2025-10-28 17:10:00,2025-10-28 17:29:00,,2025-10-28 17:24:00,
EVT001503,ORD001503,2025-10-23 10:11:00,2025-10-23 10:28:00,2025-10-23 10:45:00,2025-10-23 10:57:00,2025-10-23 10:51:00,False
EVT001504,ORD001504,2025-10-31 16:45:00,2025-10-31 17:07:00,2025-10-31 17:26:00,,2025-10-31 17:25:00,
EVT001505,ORD001505,2025-12-24 17:34:00,2025-12-24 18:06:00,2025-12-24 18:17:00,2025-12-24 18:39:00,2025-12-24 18:15:00,False
EVT001506,ORD001506,2025-10-16 12:58:00,2025-10-16 13:47:00,2025-10-16 13:54:00,2025-10-16 14:09:00,2025-10-16 13:40:00,False
EVT001507,ORD001507,2025-10-16 12:43:00,2025-10-16 13:37:00,2025-10-16 13:50:00,2025-10-16 14:04:00,2025-10-16 13:25:00,False
EVT001508,ORD001508,2025-11-23 06:36:00,2025-11-23 06:48:00,2025-11-23 06:56:00,,2025-11-23 07:18:00,
EVT001509,ORD001509,2025-12-16 22:07:00,2025-12-16 22:34:00,2025-12-16 22:51:00,,2025-12-16 22:51:00,
EVT001510,ORD001510,2025-12-21 19:57:00,2025-12-21 20:17:00,2025-12-21 20:24:00,2025-12-21 20:52:00,2025-12-21 20:41:00,False
EVT001511,ORD001511,2025-10-24 19:46:00,2025-10-24 20:02:00,2025-10-24 20:13:00,2025-10-24 20:37:00,2025-10-24 20:29:00,False
EVT001512,ORD001512,2025-12-10 02:32:00,2025-12-10 02:50:00,2025-12-10 03:06:00,2025-12-10 03:46:00,2025-12-10 03:13:00,False
EVT001513,ORD001513,2025-10-17 18:00:00,2025-10-17 18:15:00,2025-10-17 18:34:00,2025-10-17 18:56:00,2025-10-17 18:41:00,False
EVT001514,ORD001514,2025-12-27 10:10:00,2025-12-27 11:18:00,2025-12-27 11:32:00,,2025-12-27 10:52:00,
EVT001515,ORD001515,2025-12-05 18:33:00,2025-12-05 19:06:00,2025-12-05 19:20:00,2025-12-05 19:59:00,2025-12-05 19:17:00,False
EVT001516,ORD001516,2025-11-15 17:06:00,2025-11-15 17:34:00,2025-11-15 17:47:00,2025-11-15 18:17:00,2025-11-15 17:47:00,False
EVT001517,ORD001517,2025-10-08 20:44:00,2025-10-08 21:29:00,2025-10-08 21:38:00,2025-10-08 21:53:00,2025-10-08 21:24:00,False
EVT001518,ORD001518,2025-11-15 11:35:00,2025-11-15 11:55:00,2025-11-15 12:15:00,2025-11-15 12:49:00,2025-11-15 12:16:00,False
EVT001519,ORD001519,2025-11-09 03:21:00,2025-11-09 03:45:00,2025-11-09 04:03:00,2025-11-09 04:23:00,2025-11-09 04:03:00,False
EVT001520,ORD001520,2025-11-20 21:04:00,2025-11-20 21:12:00,2025-11-20 21:22:00,2025-11-20 21:33:00,2025-11-20 21:48:00,True
EVT001521,ORD001521,2025-11-19 21:10:00,2025-11-19 21:18:00,2025-11-19 21:38:00,,2025-11-19 21:54:00,
EVT001522,ORD001522,2025-11-18 14:21:00,2025-11-18 15:06:00,2025-11-18 15:24:00,,2025-11-18 15:02:00,
EVT001523,ORD001523,2025-11-19 07:23:00,2025-11-19 07:40:00,2025-11-19 07:46:00,2025-11-19 08:11:00,2025-11-19 08:03:00,False
EVT001524,ORD001524,2025-11-10 15:55:00,2025-11-10 16:21:00,2025-11-10 16:40:00,2025-11-10 16:50:00,2025-11-10 16:37:00,False
EVT001525,ORD001525,2025-11-09 15:12:00,2025-11-09 15:49:00,2025-11-09 16:07:00,2025-11-09 16:32:00,2025-11-09 15:56:00,False
EVT001526,ORD001526,2025-11-27 20:15:00,2025-11-27 20:45:00,2025-11-27 21:01:00,2025-11-27 21:21:00,2025-11-27 20:55:00,False
EVT001527,ORD001527,2025-12-22 18:33:00,2025-12-22 19:15:00,2025-12-22 19:35:00,2025-12-22 19:48:00,2025-12-22 19:16:00,False
EVT001528,ORD001528,2025-12-03 06:08:00,2025-12-03 06:25:00,2025-12-03 06:40:00,2025-12-03 06:51:00,2025-12-03 06:50:00,False
EVT001529,ORD001529,2025-11-26 18:39:00,2025-11-26 19:29:00,2025-11-26 19:35:00,,2025-11-26 19:22:00,
EVT001530,ORD001530,2025-12-26 09:59:00,2025-12-26 10:22:00,2025-12-26 10:35:00,2025-12-26 11:00:00,2025-12-26 10:39:00,False
EVT001531,ORD001531,2025-10-03 07:29:00,2025-10-03 07:45:00,2025-10-03 07:52:00,,2025-10-03 08:12:00,
EVT001532,ORD001532,2025-10-27 13:26:00,2025-10-27 13:47:00,2025-10-27 13:58:00,2025-10-27 14:08:00,2025-10-27 14:10:00,True
EVT001533,ORD001533,2025-10-24 07:11:00,2025-10-24 07:41:00,2025-10-24 07:50:00,2025-10-24 08:23:00,2025-10-24 07:52:00,False
EVT001534,ORD001534,2025-10-19 20:54:00,2025-10-19 21:19:00,2025-10-19 21:35:00,2025-10-19 22:06:00,2025-10-19 21:38:00,False
EVT001535,ORD001535,2025-12-23 14:13:00,2025-12-23 14:19:00,2025-12-23 14:34:00,2025-12-23 14:50:00,2025-12-23 14:54:00,True
EVT001536,ORD001536,2025-12-28 16:25:00,2025-12-28 17:04:00,2025-12-28 17:14:00,,2025-12-28 17:06:00,
EVT001537,ORD001537,2025-12-08 16:38:00,2025-12-08 16:46:00,2025-12-08 16:56:00,2025-12-08 17:31:00,2025-12-08 17:18:00,False
EVT001538,ORD001538,2025-11-30 22:48:00,2025-11-30 23:22:00,2025-11-30 23:36:00,2025-12-01 00:02:00,2025-11-30 23:29:00,False
EVT001539,ORD001539,2025-10-03 21:52:00,2025-10-03 22:24:00,2025-10-03 22:40:00,,2025-10-03 22:35:00,
EVT001540,ORD001540,2025-11-19 20:25:00,2025-11-19 20:39:00,2025-11-19 21:21:00,,2025-11-19 21:06:00,
EVT001541,ORD001541,2025-11-08 12:26:00,2025-11-08 13:01:00,2025-11-08 13:09:00,,2025-11-08 13:06:00,
EVT001542,ORD001542,2025-11-01 09:08:00,2025-11-01 09:34:00,2025-11-01 09:41:00,2025-11-01 10:15:00,2025-11-01 09:50:00,False
EVT001543,ORD001543,2025-11-10 17:31:00,2025-11-10 18:09:00,2025-11-10 18:18:00,2025-11-10 18:33:00,2025-11-10 18:15:00,False
EVT001544,ORD001544,2025-12-20 13:38:00,2025-12-20 13:53:00,2025-12-20 14:07:00,2025-12-20 14:31:00,2025-12-20 14:20:00,False
EVT001545,ORD001545,2025-11-23 10:14:00,2025-11-23 10:27:00,2025-11-23 11:08:00,2025-11-23 11:19:00,2025-11-23 10:55:00,False
EVT001546,ORD001546,2025-12-04 07:22:00,2025-12-04 07:27:00,2025-12-04 07:46:00,2025-12-04 08:16:00,2025-12-04 08:02:00,False
EVT001547,ORD001547,2025-11-03 13:56:00,2025-11-03 14:26:00,2025-11-03 14:42:00,2025-11-03 14:59:00,2025-11-03 14:40:00,False
EVT001548,ORD001548,2025-11-28 17:36:00,2025-11-28 18:21:00,2025-11-28 18:33:00,2025-11-28 18:57:00,2025-11-28 18:18:00,False
EVT001549,ORD001549,2025-11-20 17:06:00,2025-11-20 17:23:00,2025-11-20 18:11:00,2025-11-20 18:50:00,2025-11-20 17:47:00,False
EVT001550,ORD001550,2025-12-04 19:51:00,2025-12-04 20:21:00,2025-12-04 20:38:00,2025-12-04 21:10:00,2025-12-04 20:33:00,False
EVT001551,ORD001551,2025-10-04 14:44:00,2025-10-04 15:20:00,2025-10-04 15:38:00,2025-10-04 16:30:00,2025-10-04 15:25:00,False
EVT001552,ORD001552,2025-12-01 12:55:00,2025-12-01 13:32:00,2025-12-01 13:50:00,2025-12-01 14:06:00,2025-12-01 13:35:00,False
EVT001553,ORD001553,2025-12-22 16:50:00,2025-12-22 17:15:00,2025-12-22 17:24:00,2025-12-22 18:03:00,2025-12-22 17:34:00,False
EVT001554,ORD001554,2025-10-11 22:41:00,2025-10-11 23:18:00,2025-10-11 23:31:00,,2025-10-11 23:22:00,
EVT001555,ORD001555,2025-12-06 05:57:00,2025-12-06 06:23:00,2025-12-06 06:39:00,2025-12-06 07:30:00,2025-12-06 06:40:00,False
EVT001556,ORD001556,2025-11-21 15:38:00,2025-11-21 15:52:00,2025-11-21 16:23:00,2025-11-21 16:35:00,2025-11-21 16:20:00,False
EVT001557,ORD001557,2025-10-31 12:21:00,2025-10-31 13:03:00,2025-10-31 13:21:00,2025-10-31 13:32:00,2025-10-31 13:01:00,False
EVT001558,ORD001558,2025-10-26 08:31:00,2025-10-26 09:36:00,2025-10-26 09:53:00,2025-10-26 10:28:00,2025-10-26 09:14:00,False
EVT001559,ORD001559,2025-11-13 13:58:00,2025-11-13 14:27:00,2025-11-13 14:45:00,2025-11-13 15:15:00,2025-11-13 14:39:00,False
EVT001560,ORD001560,2025-12-28 17:33:00,2025-12-28 18:08:00,2025-12-28 18:28:00,,2025-12-28 18:14:00,
EVT001561,ORD001561,2025-12-04 15:54:00,2025-12-04 16:29:00,2025-12-04 16:45:00,,2025-12-04 16:35:00,
EVT001562,ORD001562,2025-11-29 03:53:00,2025-11-29 04:16:00,2025-11-29 04:31:00,,2025-11-29 04:37:00,
EVT001563,ORD001563,2025-12-02 16:45:00,2025-12-02 17:05:00,2025-12-02 17:18:00,2025-12-02 17:43:00,2025-12-02 17:27:00,False
EVT001564,ORD001564,2025-10-11 10:53:00,2025-10-11 11:19:00,2025-10-11 11:37:00,2025-10-11 12:07:00,2025-10-11 11:34:00,False
EVT001565,ORD001565,2025-12-04 12:33:00,2025-12-04 13:04:00,2025-12-04 13:24:00,2025-12-04 13:34:00,2025-12-04 13:15:00,False
EVT001566,ORD001566,2025-11-30 12:34:00,2025-11-30 13:07:00,2025-11-30 13:21:00,2025-11-30 13:48:00,2025-11-30 13:16:00,False
EVT001567,ORD001567,2025-12-30 21:00:00,2025-12-30 21:20:00,2025-12-30 21:40:00,,2025-12-30 21:40:00,
EVT001568,ORD001568,2025-12-28 05:49:00,2025-12-28 06:22:00,2025-12-28 06:36:00,,2025-12-28 06:32:00,
EVT001569,ORD001569,2025-10-21 12:19:00,2025-10-21 13:04:00,2025-10-21 13:19:00,2025-10-21 13:59:00,2025-10-21 13:03:00,False
EVT001570,ORD001570,2025-11-19 13:13:00,2025-11-19 13:55:00,2025-11-19 14:09:00,2025-11-19 14:29:00,2025-11-19 13:53:00,False
EVT001571,ORD001571,2025-12-14 17:53:00,2025-12-14 18:25:00,2025-12-14 18:30:00,2025-12-14 19:01:00,2025-12-14 18:33:00,False
EVT001572,ORD001572,2025-10-28 19:17:00,2025-10-28 20:13:00,2025-10-28 20:23:00,2025-10-28 20:36:00,2025-10-28 20:00:00,False
EVT001573,ORD001573,2025-11-21 18:39:00,2025-11-21 18:57:00,2025-11-21 19:02:00,2025-11-21 19:25:00,2025-11-21 19:22:00,False
EVT001574,ORD001574,2025-11-27 19:19:00,2025-11-27 19:32:00,2025-11-27 19:53:00,2025-11-27 20:16:00,2025-11-27 20:03:00,False
EVT001575,ORD001575,2025-12-19 10:32:00,2025-12-19 10:48:00,2025-12-19 11:05:00,2025-12-19 11:28:00,2025-12-19 11:14:00,False
EVT001576,ORD001576,2025-12-19 21:39:00,2025-12-19 22:03:00,2025-12-19 22:19:00,,2025-12-19 22:20:00,
EVT001577,ORD001577,2025-11-07 13:13:00,2025-11-07 13:38:00,2025-11-07 13:45:00,2025-11-07 14:03:00,2025-11-07 13:55:00,False
EVT001578,ORD001578,2025-10-04 01:54:00,2025-10-04 02:22:00,2025-10-04 02:30:00,2025-10-04 02:59:00,2025-10-04 02:36:00,False
EVT001579,ORD001579,2025-10-30 18:19:00,2025-10-30 19:05:00,2025-10-30 19:22:00,2025-10-30 19:58:00,2025-10-30 18:59:00,False
EVT001580,ORD001580,2025-12-08 17:25:00,2025-12-08 17:41:00,2025-12-08 17:57:00,2025-12-08 18:17:00,2025-12-08 18:08:00,False
EVT001581,ORD001581,2025-11-17 08:44:00,2025-11-17 09:22:00,2025-11-17 09:38:00,2025-11-17 10:12:00,2025-11-17 09:25:00,False
EVT001582,ORD001582,2025-12-20 22:24:00,2025-12-20 22:52:00,2025-12-20 23:00:00,,2025-12-20 23:05:00,
EVT001583,ORD001583,2025-12-09 17:00:00,2025-12-09 17:36:00,2025-12-09 17:52:00,2025-12-09 18:35:00,2025-12-09 17:44:00,False
EVT001584,ORD001584,2025-10-22 14:47:00,2025-10-22 15:06:00,2025-10-22 15:18:00,2025-10-22 15:50:00,2025-10-22 15:27:00,False
EVT001585,ORD001585,2025-11-12 13:11:00,2025-11-12 13:23:00,2025-11-12 13:40:00,2025-11-12 13:54:00,2025-11-12 13:54:00,True
EVT001586,ORD001586,2025-10-22 10:43:00,2025-10-22 10:51:00,2025-10-22 11:13:00,2025-10-22 11:49:00,2025-10-22 11:26:00,False
EVT001587,ORD001587,2025-10-03 22:52:00,2025-10-03 23:40:00,2025-10-03 23:49:00,2025-10-04 00:24:00,2025-10-03 23:35:00,False
EVT001588,ORD001588,2025-12-18 18:29:00,2025-12-18 18:36:00,2025-12-18 19:04:00,2025-12-18 19:35:00,2025-12-18 19:09:00,False
EVT001589,ORD001589,2025-12-09 16:32:00,2025-12-09 16:38:00,2025-12-09 16:51:00,,2025-12-09 17:16:00,
EVT001590,ORD001590,2025-10-08 17:33:00,2025-10-08 17:58:00,2025-10-08 18:10:00,2025-10-08 18:22:00,2025-10-08 18:17:00,False
EVT001591,ORD001591,2025-12-15 20:51:00,2025-12-15 21:28:00,2025-12-15 21:37:00,2025-12-15 21:51:00,2025-12-15 21:33:00,False
EVT001592,ORD001592,2025-11-05 17:54:00,2025-11-05 18:06:00,2025-11-05 18:51:00,2025-11-05 19:24:00,2025-11-05 18:35:00,False
EVT001593,ORD001593,2025-10-31 08:54:00,2025-10-31 09:25:00,2025-10-31 09:33:00,,2025-10-31 09:34:00,
EVT001594,ORD001594,2025-11-14 18:24:00,2025-11-14 18:59:00,2025-11-14 19:15:00,2025-11-14 19:25:00,2025-11-14 19:08:00,False
EVT001595,ORD001595,2025-11-16 16:22:00,2025-11-16 16:35:00,2025-11-16 16:55:00,2025-11-16 17:15:00,2025-11-16 17:05:00,False
EVT001596,ORD001596,2025-11-25 22:29:00,2025-11-25 23:03:00,2025-11-25 23:12:00,2025-11-25 23:47:00,2025-11-25 23:10:00,False
EVT001597,ORD001597,2025-10-02 19:17:00,2025-10-02 19:26:00,2025-10-02 19:44:00,2025-10-02 19:55:00,2025-10-02 20:01:00,True
EVT001598,ORD001598,2025-11-24 12:19:00,2025-11-24 12:37:00,2025-11-24 12:53:00,2025-11-24 13:24:00,2025-11-24 13:03:00,False
EVT001599,ORD001599,2025-12-20 09:06:00,2025-12-20 09:14:00,2025-12-20 09:24:00,2025-12-20 09:53:00,2025-12-20 09:47:00,False
EVT001600,ORD001600,2025-10-02 14:14:00,2025-10-02 14:22:00,2025-10-02 14:35:00,2025-10-02 14:54:00,2025-10-02 14:57:00,True
EVT001601,ORD001601,2025-12-03 18:02:00,2025-12-03 18:17:00,2025-12-03 18:32:00,2025-12-03 18:42:00,2025-12-03 18:46:00,True
EVT001602,ORD001602,2025-11-25 09:44:00,2025-11-25 10:11:00,2025-11-25 10:17:00,2025-11-25 10:31:00,2025-11-25 10:25:00,False
EVT001603,ORD001603,2025-12-26 17:46:00,2025-12-26 18:08:00,2025-12-26 18:14:00,2025-12-26 18:33:00,2025-12-26 18:29:00,False
EVT001604,ORD001604,2025-12-17 20:32:00,2025-12-17 21:07:00,2025-12-17 21:21:00,2025-12-17 22:13:00,2025-12-17 21:16:00,False
EVT001605,ORD001605,2025-10-28 09:36:00,2025-10-28 09:54:00,2025-10-28 10:04:00,2025-10-28 10:59:00,2025-10-28 10:17:00,False
EVT001606,ORD001606,2025-10-16 18:33:00,2025-10-16 18:57:00,2025-10-16 19:12:00,2025-10-16 19:47:00,2025-10-16 19:16:00,False
EVT001607,ORD001607,2025-12-21 06:46:00,2025-12-21 07:29:00,2025-12-21 07:48:00,2025-12-21 08:04:00,2025-12-21 07:26:00,False
EVT001608,ORD001608,2025-10-10 00:53:00,2025-10-10 01:22:00,2025-10-10 01:41:00,2025-10-10 02:08:00,2025-10-10 01:37:00,False
EVT001609,ORD001609,2025-12-09 03:28:00,2025-12-09 03:48:00,2025-12-09 04:07:00,2025-12-09 04:46:00,2025-12-09 04:09:00,False
EVT001610,ORD001610,2025-11-29 18:04:00,2025-11-29 18:47:00,2025-11-29 18:58:00,2025-11-29 19:25:00,2025-11-29 18:44:00,False
EVT001611,ORD001611,2025-10-24 22:05:00,2025-10-24 22:29:00,2025-10-24 22:40:00,2025-10-24 23:17:00,2025-10-24 22:47:00,False
EVT001612,ORD001612,2025-10-12 19:44:00,2025-10-12 20:01:00,2025-10-12 20:26:00,,2025-10-12 20:26:00,
EVT001613,ORD001613,2025-10-25 11:52:00,2025-10-25 12:38:00,2025-10-25 13:11:00,2025-10-25 13:29:00,2025-10-25 12:35:00,False
EVT001614,ORD001614,2025-12-12 07:09:00,2025-12-12 07:25:00,2025-12-12 07:33:00,2025-12-12 07:55:00,2025-12-12 07:51:00,False
EVT001615,ORD001615,2025-11-24 17:50:00,2025-11-24 18:15:00,2025-11-24 18:26:00,2025-11-24 19:02:00,2025-11-24 18:33:00,False
EVT001616,ORD001616,2025-11-01 00:29:00,2025-11-01 01:00:00,2025-11-01 01:17:00,2025-11-01 01:34:00,2025-11-01 01:09:00,False
EVT001617,ORD001617,2025-10-23 19:24:00,2025-10-23 19:56:00,2025-10-23 20:06:00,2025-10-23 20:16:00,2025-10-23 20:07:00,False
EVT001618,ORD001618,2025-10-15 11:29:00,2025-10-15 11:41:00,2025-10-15 11:49:00,2025-10-15 12:15:00,2025-10-15 12:12:00,False
EVT001619,ORD001619,2025-10-06 11:16:00,2025-10-06 11:43:00,2025-10-06 12:01:00,,2025-10-06 11:56:00,
EVT001620,ORD001620,2025-10-18 12:12:00,2025-10-18 12:20:00,2025-10-18 12:37:00,2025-10-18 12:52:00,2025-10-18 12:52:00,True
EVT001621,ORD001621,2025-12-22 19:54:00,2025-12-22 20:19:00,2025-12-22 20:51:00,2025-12-22 21:12:00,2025-12-22 20:34:00,False
EVT001622,ORD001622,2025-12-23 11:39:00,2025-12-23 11:58:00,2025-12-23 12:13:00,2025-12-23 12:32:00,2025-12-23 12:19:00,False
EVT001623,ORD001623,2025-12-11 11:28:00,2025-12-11 11:47:00,2025-12-11 11:56:00,2025-12-11 12:34:00,2025-12-11 12:09:00,False
EVT001624,ORD001624,2025-12-30 16:31:00,2025-12-30 16:45:00,2025-12-30 17:00:00,2025-12-30 17:33:00,2025-12-30 17:14:00,False
EVT001625,ORD001625,2025-12-29 14:33:00,2025-12-29 15:28:00,2025-12-29 15:41:00,2025-12-29 16:05:00,2025-12-29 15:16:00,False
EVT001626,ORD001626,2025-12-22 22:38:00,2025-12-22 23:12:00,2025-12-22 23:25:00,2025-12-23 00:01:00,2025-12-22 23:20:00,False
EVT001627,ORD001627,2025-11-14 11:33:00,2025-11-14 11:39:00,2025-11-14 12:16:00,,2025-11-14 12:16:00,
EVT001628,ORD001628,2025-12-19 07:53:00,2025-12-19 08:46:00,2025-12-19 09:01:00,2025-12-19 09:20:00,2025-12-19 08:37:00,False
EVT001629,ORD001629,2025-11-19 16:25:00,2025-11-19 16:45:00,2025-11-19 16:50:00,2025-11-19 17:21:00,2025-11-19 17:09:00,False
EVT001630,ORD001630,2025-12-05 10:26:00,2025-12-05 10:49:00,2025-12-05 11:02:00,2025-12-05 11:28:00,2025-12-05 11:10:00,False
EVT001631,ORD001631,2025-10-05 13:08:00,2025-10-05 13:34:00,2025-10-05 13:43:00,2025-10-05 14:23:00,2025-10-05 13:52:00,False
EVT001632,ORD001632,2025-10-10 10:06:00,2025-10-10 10:27:00,2025-10-10 10:43:00,2025-10-10 11:22:00,2025-10-10 10:49:00,False
EVT001633,ORD001633,2025-11-06 20:47:00,2025-11-06 21:41:00,2025-11-06 22:14:00,2025-11-06 22:25:00,2025-11-06 21:27:00,False
EVT001634,ORD001634,2025-11-21 12:04:00,2025-11-21 12:18:00,2025-11-21 12:29:00,2025-11-21 13:17:00,2025-11-21 12:46:00,False
EVT001635,ORD001635,2025-11-02 19:23:00,2025-11-02 19:35:00,2025-11-02 20:00:00,2025-11-02 20:26:00,2025-11-02 20:03:00,False
EVT001636,ORD001636,2025-12-28 22:04:00,2025-12-28 22:30:00,2025-12-28 22:35:00,2025-12-28 23:07:00,2025-12-28 22:47:00,False
EVT001637,ORD001637,2025-10-19 21:14:00,2025-10-19 21:30:00,2025-10-19 21:48:00,2025-10-19 22:19:00,2025-10-19 21:56:00,False
EVT001638,ORD001638,2025-10-16 15:39:00,2025-10-16 15:59:00,2025-10-16 16:07:00,2025-10-16 16:38:00,2025-10-16 16:23:00,False
EVT001639,ORD001639,2025-10-21 23:33:00,2025-10-22 00:16:00,2025-10-22 00:28:00,,2025-10-22 00:16:00,
EVT001640,ORD001640,2025-11-28 18:10:00,2025-11-28 18:15:00,2025-11-28 18:35:00,,2025-11-28 18:50:00,
EVT001641,ORD001641,2025-11-10 08:57:00,2025-11-10 09:14:00,2025-11-10 09:19:00,2025-11-10 09:54:00,2025-11-10 09:39:00,False
EVT001642,ORD001642,2025-12-06 20:09:00,2025-12-06 20:30:00,2025-12-06 20:49:00,2025-12-06 21:15:00,2025-12-06 20:52:00,False
EVT001643,ORD001643,2025-12-29 15:00:00,2025-12-29 15:15:00,2025-12-29 15:29:00,2025-12-29 16:21:00,2025-12-29 15:43:00,False
EVT001644,ORD001644,2025-10-14 09:08:00,2025-10-14 09:50:00,2025-10-14 09:57:00,2025-10-14 10:37:00,2025-10-14 09:49:00,False
EVT001645,ORD001645,2025-10-14 19:14:00,2025-10-14 19:23:00,2025-10-14 19:33:00,2025-10-14 20:11:00,2025-10-14 19:57:00,False
EVT001646,ORD001646,2025-12-02 17:34:00,2025-12-02 17:54:00,2025-12-02 18:04:00,2025-12-02 18:55:00,2025-12-02 18:15:00,False
EVT001647,ORD001647,2025-10-29 20:14:00,2025-10-29 20:39:00,2025-10-29 20:58:00,,2025-10-29 20:57:00,
EVT001648,ORD001648,2025-11-16 20:56:00,2025-11-16 21:10:00,2025-11-16 21:21:00,2025-11-16 22:00:00,2025-11-16 21:38:00,False
EVT001649,ORD001649,2025-10-16 12:03:00,2025-10-16 12:35:00,2025-10-16 13:08:00,2025-10-16 13:33:00,2025-10-16 12:45:00,False
EVT001650,ORD001650,2025-12-25 11:47:00,2025-12-25 12:16:00,2025-12-25 12:34:00,2025-12-25 12:52:00,2025-12-25 12:30:00,False
EVT001651,ORD001651,2025-11-14 19:04:00,2025-11-14 19:42:00,2025-11-14 19:48:00,2025-11-14 20:19:00,2025-11-14 19:48:00,False
EVT001652,ORD001652,2025-10-24 16:55:00,2025-10-24 17:28:00,2025-10-24 17:33:00,2025-10-24 18:01:00,2025-10-24 17:38:00,False
EVT001653,ORD001653,2025-12-07 06:20:00,2025-12-07 06:31:00,2025-12-07 06:36:00,2025-12-07 06:48:00,2025-12-07 07:04:00,True
EVT001654,ORD001654,2025-12-18 10:31:00,2025-12-18 11:07:00,2025-12-18 11:21:00,2025-12-18 11:58:00,2025-12-18 11:13:00,False
EVT001655,ORD001655,2025-12-06 09:32:00,2025-12-06 09:47:00,2025-12-06 10:05:00,2025-12-06 10:21:00,2025-12-06 10:16:00,False
EVT001656,ORD001656,2025-11-20 17:34:00,2025-11-20 17:57:00,2025-11-20 18:02:00,2025-11-20 18:54:00,2025-11-20 18:17:00,False
EVT001657,ORD001657,2025-10-14 07:16:00,2025-10-14 07:34:00,2025-10-14 07:43:00,2025-10-14 08:01:00,2025-10-14 07:58:00,False
EVT001658,ORD001658,2025-10-03 10:20:00,2025-10-03 10:52:00,2025-10-03 11:09:00,2025-10-03 11:19:00,2025-10-03 11:03:00,False
